action,x,y,origin,button,key,micros,note,platform
# P53 on Windows, GtkBackend: press the leading toolbar button and prove the
# action is wired, not merely that the bar is drawn.
#
# WHY THIS FILE EXISTS, in P53's own words. The app prints: "If the bar is
# missing, no counter can ever move. If the bar is there but its actions are not
# wired, the bar shows and no counter moves. The two are different failures and
# this line is how they are told apart." A screenshot answers the first question
# and cannot answer the second, so a capture alone would leave the more likely
# defect undetected -- an unwired button looks exactly like a working one.
#
# WHAT MAKES THE UNWIRED CASE LIKELY HERE. GtkBackend holds the toolbar's
# `Gtk.Button` wrappers in a side table (`GtkBackend.toolbarButtons`) purely so
# their `clicked` closures survive. GTK refcounts the widget once it is packed,
# so WITHOUT that table the button still draws and still highlights on hover --
# and does nothing when pressed. That is the same shape AppKitBackend records for
# `NSToolbarItem.target` being unowned. A test that stops at the picture would
# pass against exactly the bug the side table exists to prevent.
#
# THE COORDINATE IS IN THE TITLEBAR, WHICH IS THE POINT. (38,35) is the centre of
# the `+` button, read off screen-20260908-225928.png at 748x549, origin=frame,
# 100% display scale. A GtkHeaderBar IS the window's titlebar, so this click
# lands in the chrome rather than the content area. The window measures
# "shortfall 0x47" on startup, and 47 is the header bar's own height -- the same
# 47 recorded in Gtk/Widgets/Window.swift against GTK's own 39.
#
# P53 於 Windows、GtkBackend：按下前緣的工具列按鈕，用以證明該動作**已接線**，而不僅僅是那條列被畫
# 了出來。
#
# 本檔存在的理由，用 P53 自己的話。該 app 印出：「若該列不存在，任何計數器都不可能改變。若該列存在
# 但其動作未接線，則列會顯示、而計數器不動。這是兩種不同的失敗，而這一行正是用來區分它們的。」截圖
# 能回答第一個問題，卻回答不了第二個——因此單靠擷取，會讓比較可能發生的那個缺陷不被偵測到：一個未
# 接線的按鈕，看起來與正常的一模一樣。
#
# 為何「未接線」在此特別可能。GtkBackend 把工具列的 `Gtk.Button` wrapper 存進一張側表
# （`GtkBackend.toolbarButtons`），唯一目的就是讓它們的 `clicked` closure 存活。widget 一旦被 pack，
# GTK 就會對它進行參照計數，因此**少了那張表**，按鈕照樣畫得出來、滑過去照樣有高亮——按下去卻毫無
# 反應。那與 AppKitBackend 對 `NSToolbarItem.target` 為 unowned 所記錄的形狀相同。一個停在「看圖」
# 的測試，會對著這張側表所要防範的那個 bug 打出通過。
#
# 座標落在 titlebar 上，而那正是重點。(38,35) 是 `+` 按鈕的中心，取自 748x549 的
# screen-20260908-225928.png，origin=frame，100% 顯示縮放。GtkHeaderBar **就是**視窗的 titlebar，
# 因此這一次點擊落在外框而非內容區。該視窗啟動時量得 "shortfall 0x47"，而 47 正是 header bar 自身的
# 高度——與 Gtk/Widgets/Window.swift 中記錄的、相對於 GTK 自身 39 的那個 47 相同。
#
# THE MARKER WAS WRONG WHEN THIS FILE WAS WRITTEN, and the wrong version is kept
# here because the mistake is more instructive than the fix. It read
# `# expect: log-contains toolbar add pressed`. P53 writes
# `[P53] add pressed, count=N` (P53.swift:86) -- "toolbar add pressed" appears
# nowhere in the app, so that marker could never be met by any run, passing or
# failing. It asserted a sentence I had invented.
#
# P51's header, written by the same hand a few hours earlier, says a marker
# "would have to assert something the app does not say, which is worse than
# having none". Knowing the rule did not stop me breaking it; checking the app's
# own `print` call sites would have.
#
# CAVEAT ON THE MARKER THAT REMAINS. P53 diagnoses with `print`, and `print` to a
# redirected stdout is block-buffered, so a harness that ends the run with
# `taskkill /F` kills before the flush -- measured on P44, 2026-09-07, written up
# in sweep_drive.zsh. This marker is therefore reliable only when the app exits
# on its own, as it does at the end of a replay. The picture remains the primary
# evidence: `add: 1` and `last pressed: add` in the window itself.
#
# 這個 marker 在本檔寫成時是錯的，而錯誤的版本被保留在此，因為那個錯誤比修正更有教育意義。它原本寫的
# 是 `# expect: log-contains toolbar add pressed`。P53 實際寫出的是 `[P53] add pressed, count=N`
# （P53.swift:86）——「toolbar add pressed」這串字在 app 中根本不存在，因此無論該次執行成功或失敗，
# 該 marker 都不可能被滿足。它斷言的是一句我自己編出來的話。
#
# P51 的檔頭出自同一雙手、僅早了幾個小時，上面寫著：marker「會要它斷言一件 app 沒說出口的事，那比
# 沒有標記更糟」。知道規則並沒有阻止我違反它；去看 app 自己的 `print` 呼叫點才會。
#
# 對保留下來的 marker 的但書。P53 以 `print` 輸出診斷，而 `print` 寫往被重導的 stdout 時是區塊緩衝的，
# 因此以 `taskkill /F` 結束執行的測試框架會在 flush 之前殺掉它——2026-09-07 在 P44 上實測，記於
# sweep_drive.zsh。故此 marker 僅在 app 自行結束時可靠（replay 結束時正是如此）。主要證據仍是畫面本身：
# 視窗中的 `add: 1` 與 `last pressed: add`。
#
# expect: log-contains add pressed
sleep,,,,,,900000,let the window settle and take focus,windows
move,38,35,frame,,,,move onto the leading toolbar button before pressing it,windows
sleep,,,,,,200000,let the pointer arrive so the press lands on a hovered button,windows
click,38,35,frame,left,,,"press the + item; add must go 0 -> 1 and last pressed must name it",windows
sleep,,,,,,20000000,"hold 20s, not 1.2s: the app EXITS when the replay ends, and the first run of this file left nothing to photograph and no log behind. The counters live only in the running window, so the hold has to outlast the capture rather than the other way round",windows
