action,x,y,origin,button,key,micros,note,platform
# Measured 2026-09-02 from testapp/output/screenshots/<pn>-ios-final-20260902-*.png
# Device: iPhone 16 simulator (IOS_SIM_DEVICE=swift-cross-ui) -- window 393 x 852 pt.
# Capture was 1179 x 2556 px, i.e. 3:1. Every coordinate below is px/3, in points,
# which is what the XCUITest runner normalises against window.frame.
#
# REPLAYED 2026-09-02. After the replay: "counter -> 1" and "pushes recorded
# (outside the stack) -> 0" and the stack back at Level 0.
#
# Verified: Increment counter. Not verified: Record a push left the count at 0,
# so either the coordinate misses that button or the button does nothing here --
# worth one look before the coordinate is blamed. Push and Pop cannot be told
# apart by a capture at the end because the pop undoes the push.
click,88,228,client,left,,,Increment counter -- counter must go 0 -> 1 (VERIFIED),ios
sleep,,,,,,400000,let the label redraw,ios
click,156,579,client,left,,,Record a push -- pushes recorded must go 0 -> 1 (TODAY IT STAYS 0),ios
sleep,,,,,,400000,let the label redraw,ios
click,146,537,client,left,,,Push level 1 -- the stack must show Level 1,ios
sleep,,,,,,800000,let the push animate,ios
click,209,228,client,left,,,Pop to root -- the stack must return to Level 0 and the counter must stay 1,ios
sleep,,,,,,800000,let the pop animate,ios
